COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
California,2017,Total population,All ages,5 - 17 Years,191904,50.4
Alameda,2017,Total population,All ages,5 - 17 Years,9939,64.3
Alpine,2017,Total population,All ages,5 - 17 Years,0,0
Amador,2017,Total population,All ages,5 - 17 Years,196,58.4
Butte,2017,Total population,All ages,5 - 17 Years,1044,50.2
Calaveras,2017,Total population,All ages,5 - 17 Years,185,48
Colusa,2017,Total population,All ages,5 - 17 Years,97,41.4
Contra Costa,2017,Total population,All ages,5 - 17 Years,6858,65.2
Del Norte,2017,Total population,All ages,5 - 17 Years,140,53
El Dorado,2017,Total population,All ages,5 - 17 Years,592,36.4
Fresno,2017,Total population,All ages,5 - 17 Years,7936,77
Glenn,2017,Total population,All ages,5 - 17 Years,122,42.6
Humboldt,2017,Total population,All ages,5 - 17 Years,835,63.4
Imperial,2017,Total population,All ages,5 - 17 Years,1388,71.2
Inyo,2017,Total population,All ages,5 - 17 Years,88,53.5
Kern,2017,Total population,All ages,5 - 17 Years,5859,62.3
Kings,2017,Total population,All ages,5 - 17 Years,1250,78.6
Lake,2017,Total population,All ages,5 - 17 Years,478,80.4
Lassen,2017,Total population,All ages,5 - 17 Years,148,45.3
Los Angeles,2017,Total population,All ages,5 - 17 Years,52227,53.1
Madera,2017,Total population,All ages,5 - 17 Years,1031,62.3
Marin,2017,Total population,All ages,5 - 17 Years,541,22.2
Mariposa,2017,Total population,All ages,5 - 17 Years,79,47.4
Mendocino,2017,Total population,All ages,5 - 17 Years,479,57.4
Merced,2017,Total population,All ages,5 - 17 Years,2425,87.4
Modoc,2017,Total population,All ages,5 - 17 Years,53,67.9
Mono,2017,Total population,All ages,5 - 17 Years,43,32
Monterey,2017,Total population,All ages,5 - 17 Years,2194,50.2
Napa,2017,Total population,All ages,5 - 17 Years,572,41.9
Nevada,2017,Total population,All ages,5 - 17 Years,351,42.8
Orange,2017,Total population,All ages,18 - 40  Years,10275,33.9
Placer,2017,Total population,All ages,18 - 40  Years,1125,31.4
Plumas,2017,Total population,All ages,18 - 40  Years,99,56.3
Riverside,2017,Total population,All ages,18 - 40  Years,10111,43.2
Sacramento,2017,Total population,All ages,18 - 40  Years,10109,69.2
San Benito,2017,Total population,All ages,18 - 40  Years,285,50.1
San Bernardino,2017,Total population,All ages,18 - 40  Years,12761,59.3
San Diego,2017,Total population,All ages,18 - 40  Years,11646,37
San Francisco,2017,Total population,All ages,18 - 40  Years,3141,41.3
San Joaquin,2017,Total population,All ages,18 - 40  Years,4802,66.2
San Luis Obispo,2017,Total population,All ages,18 - 40  Years,950,40.1
San Mateo,2017,Total population,All ages,18 - 40  Years,2695,36.4
Santa Barbara,2017,Total population,All ages,18 - 40  Years,1734,40.7
Santa Clara,2017,Total population,All ages,18 - 40  Years,6521,35.1
Santa Cruz,2017,Total population,All ages,18 - 40  Years,910,36.5
Shasta,2017,Total population,All ages,18 - 40  Years,1015,60.5
Sierra,2017,Total population,All ages,18 - 40  Years,9,
Siskiyou,2017,Total population,All ages,18 - 40  Years,176,47
Solano,2017,Total population,All ages,18 - 40  Years,3415,83.2
Sonoma,2017,Total population,All ages,18 - 40  Years,1936,40.2
Stanislaus,2017,Total population,All ages,18 - 40  Years,3281,60.7
Sutter,2017,Total population,All ages,18 - 40  Years,337,34.1
Tehama,2017,Total population,All ages,18 - 40  Years,323,52.7
Trinity,2017,Total population,All ages,18 - 40  Years,67,60.5
Tulare,2017,Total population,All ages,18 - 40  Years,2542,51.3
Tuolumne,2017,Total population,All ages,18 - 40  Years,257,53.1
Ventura,2017,Total population,All ages,18 - 40  Years,2933,35.3
Yolo,2017,Total population,All ages,18 - 40  Years,852,44.1
Yuba,2017,Total population,All ages,18 - 40  Years,346,45.4
California,2017,Child vs. adult,0–17 years,5 - 17 Years,74050,80.6
Alameda,2017,Child vs. adult,0–17 years,5 - 17 Years,3426,96.7
Alpine,2017,Child vs. adult,0–17 years,5 - 17 Years,0,0
Amador,2017,Child vs. adult,0–17 years,5 - 17 Years,45,85.1
Butte,2017,Child vs. adult,0–17 years,5 - 17 Years,308,68.7
Calaveras,2017,Child vs. adult,0–17 years,5 - 17 Years,46,63
Colusa,2017,Child vs. adult,0–17 years,5 - 17 Years,48,77
Contra Costa,2017,Child vs. adult,0–17 years,5 - 17 Years,2330,95.2
Del Norte,2017,Child vs. adult,0–17 years,5 - 17 Years,49,85.2
El Dorado,2017,Child vs. adult,0–17 years,5 - 17 Years,170,46.8
Fresno,2017,Child vs. adult,0–17 years,5 - 17 Years,4482,156
Glenn,2017,Child vs. adult,0–17 years,5 - 17 Years,39,51.8
Humboldt,2017,Child vs. adult,0–17 years,5 - 17 Years,153,59.3
Imperial,2017,Child vs. adult,0–17 years,5 - 17 Years,737,140.1
Inyo,2017,Child vs. adult,0–17 years,5 - 17 Years,33,92
Kern,2017,Child vs. adult,0–17 years,5 - 17 Years,2566,96.8
Kings,2017,Child vs. adult,0–17 years,5 - 17 Years,615,143.4
Lake,2017,Child vs. adult,0–17 years,5 - 17 Years,115,90.6
Lassen,2017,Child vs. adult,0–17 years,5 - 17 Years,33,59.7
Los Angeles,2017,Child vs. adult,0–17 years,5 - 17 Years,20540,88.7
Madera,2017,Child vs. adult,0–17 years,5 - 17 Years,586,133
Marin,2017,Child vs. adult,0–17 years,5 - 17 Years,167,33.5
Mariposa,2017,Child vs. adult,0–17 years,5 - 17 Years,,
Mendocino,2017,Child vs. adult,0–17 years,5 - 17 Years,130,69
Merced,2017,Child vs. adult,0–17 years,5 - 17 Years,1110,139.8
Modoc,2017,Child vs. adult,0–17 years,5 - 17 Years,19,100.1
Mono,2017,Child vs. adult,0–17 years,5 - 17 Years,16,52.7
Monterey,2017,Child vs. adult,0–17 years,5 - 17 Years,970,84.2
Napa,2017,Child vs. adult,0–17 years,5 - 17 Years,190,62.5
Nevada,2017,Child vs. adult,0–17 years,5 - 17 Years,79,47.9
Orange,2017,Child vs. adult,0–17 years,5 - 17 Years,4279,59.7
Placer,2017,Child vs. adult,0–17 years,5 - 17 Years,337,41.5
Plumas,2017,Child vs. adult,0–17 years,5 - 17 Years,21,65.2
Riverside,2017,Child vs. adult,0–17 years,5 - 17 Years,3917,64.9
Sacramento,2017,Child vs. adult,0–17 years,5 - 17 Years,3285,90.8
San Benito,2017,Child vs. adult,0–17 years,5 - 17 Years,115,76.6
San Bernardino,2017,Child vs. adult,0–17 years,5 - 17 Years,5019,87.7
San Diego,2017,Child vs. adult,0–17 years,5 - 17 Years,4616,62.1
San Francisco,2017,Child vs. adult,0–17 years,5 - 17 Years,850,64.9
San Joaquin,2017,Child vs. adult,0–17 years,5 - 17 Years,1868,95.1
San Luis Obispo,2017,Child vs. adult,0–17 years,5 - 17 Years,321,65
San Mateo,2017,Child vs. adult,0–17 years,5 - 17 Years,826,49.5
Santa Barbara,2017,Child vs. adult,0–17 years,5 - 17 Years,689,70
Santa Clara,2017,Child vs. adult,0–17 years,5 - 17 Years,1976,44.1
Santa Cruz,2017,Child vs. adult,0–17 years,5 - 17 Years,343,60.8
Shasta,2017,Child vs. adult,0–17 years,5 - 17 Years,300,78.1
Sierra,2017,Child vs. adult,0–17 years,5 - 17 Years,,
Siskiyou,2017,Child vs. adult,0–17 years,5 - 17 Years,43,50.4
Solano,2017,Child vs. adult,0–17 years,5 - 17 Years,1141,119.4
Sonoma,2017,Child vs. adult,0–17 years,5 - 17 Years,586,56.9
Stanislaus,2017,Child vs. adult,0–17 years,5 - 17 Years,1236,85.8
Sutter,2017,Child vs. adult,0–17 years,5 - 17 Years,121,47.5
Tehama,2017,Child vs. adult,0–17 years,5 - 17 Years,128,85.3
Trinity,2017,Child vs. adult,0–17 years,5 - 17 Years,,
Tulare,2017,Child vs. adult,0–17 years,5 - 17 Years,1264,85.5
Tuolumne,2017,Child vs. adult,0–17 years,5 - 17 Years,54,60.9
Ventura,2017,Child vs. adult,0–17 years,5 - 17 Years,1271,62.7
Yolo,2017,Child vs. adult,0–17 years,5 - 17 Years,291,67.7
Yuba,2017,Child vs. adult,0–17 years,5 - 17 Years,131,62.5
California,2017,Child vs. adult,18+ years,18 - 40  Years,117854,40
Alameda,2017,Child vs. adult,18+ years,18 - 40  Years,6513,53.1
Alpine,2017,Child vs. adult,18+ years,18 - 40  Years,0,0
Amador,2017,Child vs. adult,18+ years,18 - 40  Years,151,49.1
Butte,2017,Child vs. adult,18+ years,18 - 40  Years,736,43.8
Calaveras,2017,Child vs. adult,18+ years,18 - 40  Years,139,42.7
Colusa,2017,Child vs. adult,18+ years,18 - 40  Years,49,29
Contra Costa,2017,Child vs. adult,18+ years,18 - 40  Years,4528,54.8
Del Norte,2017,Child vs. adult,18+ years,18 - 40  Years,91,41.9
El Dorado,2017,Child vs. adult,18+ years,18 - 40  Years,422,32.8
Fresno,2017,Child vs. adult,18+ years,18 - 40  Years,3454,49.5
Glenn,2017,Child vs. adult,18+ years,18 - 40  Years,83,39.4
Humboldt,2017,Child vs. adult,18+ years,18 - 40  Years,682,64.8
Imperial,2017,Child vs. adult,18+ years,18 - 40  Years,651,47.2
Inyo,2017,Child vs. adult,18+ years,18 - 40  Years,55,40.1
Kern,2017,Child vs. adult,18+ years,18 - 40  Years,3293,50.3
Kings,2017,Child vs. adult,18+ years,18 - 40  Years,635,56.1
Lake,2017,Child vs. adult,18+ years,18 - 40  Years,363,76.9
Lassen,2017,Child vs. adult,18+ years,18 - 40  Years,115,40.2
Los Angeles,2017,Child vs. adult,18+ years,18 - 40  Years,31687,40.8
Madera,2017,Child vs. adult,18+ years,18 - 40  Years,445,37.7
Marin,2017,Child vs. adult,18+ years,18 - 40  Years,374,18.3
Mariposa,2017,Child vs. adult,18+ years,18 - 40  Years,69,51.8
Mendocino,2017,Child vs. adult,18+ years,18 - 40  Years,349,53.4
Merced,2017,Child vs. adult,18+ years,18 - 40  Years,1315,69.2
Modoc,2017,Child vs. adult,18+ years,18 - 40  Years,34,56.7
Mono,2017,Child vs. adult,18+ years,18 - 40  Years,27,24.8
Monterey,2017,Child vs. adult,18+ years,18 - 40  Years,1224,38.3
Napa,2017,Child vs. adult,18+ years,18 - 40  Years,382,34.7
Nevada,2017,Child vs. adult,18+ years,18 - 40  Years,272,41
Orange,2017,Child vs. adult,18+ years,18 - 40  Years,5996,24.9
Placer,2017,Child vs. adult,18+ years,18 - 40  Years,788,27.9
Plumas,2017,Child vs. adult,18+ years,18 - 40  Years,78,53.2
Riverside,2017,Child vs. adult,18+ years,18 - 40  Years,6194,35.7
Sacramento,2017,Child vs. adult,18+ years,18 - 40  Years,6824,61.7
San Benito,2017,Child vs. adult,18+ years,18 - 40  Years,170,40.9
San Bernardino,2017,Child vs. adult,18+ years,18 - 40  Years,7742,49.5
San Diego,2017,Child vs. adult,18+ years,18 - 40  Years,7030,28.3
San Francisco,2017,Child vs. adult,18+ years,18 - 40  Years,2291,33
San Joaquin,2017,Child vs. adult,18+ years,18 - 40  Years,2934,56.2
San Luis Obispo,2017,Child vs. adult,18+ years,18 - 40  Years,629,31.4
San Mateo,2017,Child vs. adult,18+ years,18 - 40  Years,1869,31.9
Santa Barbara,2017,Child vs. adult,18+ years,18 - 40  Years,1045,30.5
Santa Clara,2017,Child vs. adult,18+ years,18 - 40  Years,4545,31.9
Santa Cruz,2017,Child vs. adult,18+ years,18 - 40  Years,567,28.1
Shasta,2017,Child vs. adult,18+ years,18 - 40  Years,715,54.4
Sierra,2017,Child vs. adult,18+ years,18 - 40  Years,,
Siskiyou,2017,Child vs. adult,18+ years,18 - 40  Years,133,45.8
Solano,2017,Child vs. adult,18+ years,18 - 40  Years,2274,70.7
Sonoma,2017,Child vs. adult,18+ years,18 - 40  Years,1350,34.4
Stanislaus,2017,Child vs. adult,18+ years,18 - 40  Years,2045,51.9
Sutter,2017,Child vs. adult,18+ years,18 - 40  Years,216,29.4
Tehama,2017,Child vs. adult,18+ years,18 - 40  Years,195,41.4
Trinity,2017,Child vs. adult,18+ years,18 - 40  Years,60,70.2
Tulare,2017,Child vs. adult,18+ years,18 - 40  Years,1278,39.4
Tuolumne,2017,Child vs. adult,18+ years,18 - 40  Years,203,50.4
Ventura,2017,Child vs. adult,18+ years,18 - 40  Years,1662,25.8
Yolo,2017,Child vs. adult,18+ years,18 - 40  Years,561,36
Yuba,2017,Child vs. adult,18+ years,18 - 40  Years,215,39.5
California,2017,Age groups,0–4 years,0 - 4 Years,25563,98.7
Alameda,2017,Age groups,0–4 years,0 - 4 Years,1354,134.6
Alpine,2017,Age groups,0–4 years,0 - 4 Years,0,0
Amador,2017,Age groups,0–4 years,0 - 4 Years,17,128.3
Butte,2017,Age groups,0–4 years,0 - 4 Years,99,87.8
Calaveras,2017,Age groups,0–4 years,0 - 4 Years,18,106.8
Colusa,2017,Age groups,0–4 years,0 - 4 Years,14,87.5
Contra Costa,2017,Age groups,0–4 years,0 - 4 Years,791,125.5
Del Norte,2017,Age groups,0–4 years,0 - 4 Years,,
El Dorado,2017,Age groups,0–4 years,0 - 4 Years,48,55.9
Fresno,2017,Age groups,0–4 years,0 - 4 Years,1792,220.1
Glenn,2017,Age groups,0–4 years,0 - 4 Years,20,98.9
Humboldt,2017,Age groups,0–4 years,0 - 4 Years,43,65.2
Imperial,2017,Age groups,0–4 years,0 - 4 Years,161,100.9
Inyo,2017,Age groups,0–4 years,0 - 4 Years,13,138.9
Kern,2017,Age groups,0–4 years,0 - 4 Years,878,117.2
Kings,2017,Age groups,0–4 years,0 - 4 Years,212,171.7
Lake,2017,Age groups,0–4 years,0 - 4 Years,30,87.6
Lassen,2017,Age groups,0–4 years,0 - 4 Years,,
Los Angeles,2017,Age groups,0–4 years,0 - 4 Years,6693,98.7
Madera,2017,Age groups,0–4 years,0 - 4 Years,241,198.1
Marin,2017,Age groups,0–4 years,0 - 4 Years,61,48.5
Mariposa,2017,Age groups,0–4 years,0 - 4 Years,,
Mendocino,2017,Age groups,0–4 years,0 - 4 Years,40,79.4
Merced,2017,Age groups,0–4 years,0 - 4 Years,373,176.2
Modoc,2017,Age groups,0–4 years,0 - 4 Years,,
Mono,2017,Age groups,0–4 years,0 - 4 Years,,
Monterey,2017,Age groups,0–4 years,0 - 4 Years,336,99.5
Napa,2017,Age groups,0–4 years,0 - 4 Years,54,66.2
Nevada,2017,Age groups,0–4 years,0 - 4 Years,30,73.5
Orange,2017,Age groups,0–4 years,0 - 4 Years,1668,82.8
Placer,2017,Age groups,0–4 years,0 - 4 Years,91,45.2
Plumas,2017,Age groups,0–4 years,0 - 4 Years,,
Riverside,2017,Age groups,0–4 years,0 - 4 Years,1143,71.2
Sacramento,2017,Age groups,0–4 years,0 - 4 Years,1150,114.6
San Benito,2017,Age groups,0–4 years,0 - 4 Years,27,68.6
San Bernardino,2017,Age groups,0–4 years,0 - 4 Years,1523,96.3
San Diego,2017,Age groups,0–4 years,0 - 4 Years,1870,86.7
San Francisco,2017,Age groups,0–4 years,0 - 4 Years,396,88.7
San Joaquin,2017,Age groups,0–4 years,0 - 4 Years,616,116
San Luis Obispo,2017,Age groups,0–4 years,0 - 4 Years,87,66.8
San Mateo,2017,Age groups,0–4 years,0 - 4 Years,330,70.1
Santa Barbara,2017,Age groups,0–4 years,0 - 4 Years,217,77.4
Santa Clara,2017,Age groups,0–4 years,0 - 4 Years,689,55
Santa Cruz,2017,Age groups,0–4 years,0 - 4 Years,141,85.7
Shasta,2017,Age groups,0–4 years,0 - 4 Years,110,103.8
Sierra,2017,Age groups,0–4 years,0 - 4 Years,0,0
Siskiyou,2017,Age groups,0–4 years,0 - 4 Years,16,75
Solano,2017,Age groups,0–4 years,0 - 4 Years,365,143
Sonoma,2017,Age groups,0–4 years,0 - 4 Years,216,78.4
Stanislaus,2017,Age groups,0–4 years,0 - 4 Years,364,92.5
Sutter,2017,Age groups,0–4 years,0 - 4 Years,33,48
Tehama,2017,Age groups,0–4 years,0 - 4 Years,39,104.9
Trinity,2017,Age groups,0–4 years,0 - 4 Years,,
Tulare,2017,Age groups,0–4 years,0 - 4 Years,508,123.4
Tuolumne,2017,Age groups,0–4 years,0 - 4 Years,12,55.1
Ventura,2017,Age groups,0–4 years,0 - 4 Years,442,78.4
Yolo,2017,Age groups,0–4 years,0 - 4 Years,105,90.2
Yuba,2017,Age groups,0–4 years,0 - 4 Years,51,85.2
California,2017,Age groups,5–17 years,5 - 17 Years,48487,74
Alameda,2017,Age groups,5–17 years,5 - 17 Years,2072,82.8
Alpine,2017,Age groups,5–17 years,5 - 17 Years,0,0
Amador,2017,Age groups,5–17 years,5 - 17 Years,28,69.3
Butte,2017,Age groups,5–17 years,5 - 17 Years,209,61.8
Calaveras,2017,Age groups,5–17 years,5 - 17 Years,28,47
Colusa,2017,Age groups,5–17 years,5 - 17 Years,34,73.2
Contra Costa,2017,Age groups,5–17 years,5 - 17 Years,1539,84.1
Del Norte,2017,Age groups,5–17 years,5 - 17 Years,39,91.5
El Dorado,2017,Age groups,5–17 years,5 - 17 Years,122,43.5
Fresno,2017,Age groups,5–17 years,5 - 17 Years,2690,132.4
Glenn,2017,Age groups,5–17 years,5 - 17 Years,19,34.5
Humboldt,2017,Age groups,5–17 years,5 - 17 Years,110,57.2
Imperial,2017,Age groups,5–17 years,5 - 17 Years,576,154.5
Inyo,2017,Age groups,5–17 years,5 - 17 Years,20,74.8
Kern,2017,Age groups,5–17 years,5 - 17 Years,1688,89.3
Kings,2017,Age groups,5–17 years,5 - 17 Years,403,133
Lake,2017,Age groups,5–17 years,5 - 17 Years,85,91.6
Lassen,2017,Age groups,5–17 years,5 - 17 Years,26,62.8
Los Angeles,2017,Age groups,5–17 years,5 - 17 Years,13847,85
Madera,2017,Age groups,5–17 years,5 - 17 Years,345,109.1
Marin,2017,Age groups,5–17 years,5 - 17 Years,106,28.1
Mariposa,2017,Age groups,5–17 years,5 - 17 Years,,
Mendocino,2017,Age groups,5–17 years,5 - 17 Years,90,65.1
Merced,2017,Age groups,5–17 years,5 - 17 Years,737,126.4
Modoc,2017,Age groups,5–17 years,5 - 17 Years,13,86.9
Mono,2017,Age groups,5–17 years,5 - 17 Years,14,63.8
Monterey,2017,Age groups,5–17 years,5 - 17 Years,634,78.5
Napa,2017,Age groups,5–17 years,5 - 17 Years,136,61.2
Nevada,2017,Age groups,5–17 years,5 - 17 Years,49,38.5
Orange,2017,Age groups,5–17 years,5 - 17 Years,2611,51.3
Placer,2017,Age groups,5–17 years,5 - 17 Years,246,40.1
Plumas,2017,Age groups,5–17 years,5 - 17 Years,15,62.2
Riverside,2017,Age groups,5–17 years,5 - 17 Years,2774,62.6
Sacramento,2017,Age groups,5–17 years,5 - 17 Years,2135,82
San Benito,2017,Age groups,5–17 years,5 - 17 Years,88,79.5
San Bernardino,2017,Age groups,5–17 years,5 - 17 Years,3496,84.5
San Diego,2017,Age groups,5–17 years,5 - 17 Years,2746,53.1
San Francisco,2017,Age groups,5–17 years,5 - 17 Years,454,56.2
San Joaquin,2017,Age groups,5–17 years,5 - 17 Years,1252,87.5
San Luis Obispo,2017,Age groups,5–17 years,5 - 17 Years,234,64.4
San Mateo,2017,Age groups,5–17 years,5 - 17 Years,496,41.9
Santa Barbara,2017,Age groups,5–17 years,5 - 17 Years,472,67.2
Santa Clara,2017,Age groups,5–17 years,5 - 17 Years,1287,40.2
Santa Cruz,2017,Age groups,5–17 years,5 - 17 Years,202,51.7
Shasta,2017,Age groups,5–17 years,5 - 17 Years,190,68.7
Sierra,2017,Age groups,5–17 years,5 - 17 Years,,
Siskiyou,2017,Age groups,5–17 years,5 - 17 Years,27,41.4
Solano,2017,Age groups,5–17 years,5 - 17 Years,776,110.8
Sonoma,2017,Age groups,5–17 years,5 - 17 Years,370,49
Stanislaus,2017,Age groups,5–17 years,5 - 17 Years,872,83.4
Sutter,2017,Age groups,5–17 years,5 - 17 Years,88,47.3
Tehama,2017,Age groups,5–17 years,5 - 17 Years,89,78.1
Trinity,2017,Age groups,5–17 years,5 - 17 Years,,
Tulare,2017,Age groups,5–17 years,5 - 17 Years,756,71.5
Tuolumne,2017,Age groups,5–17 years,5 - 17 Years,42,63.1
Ventura,2017,Age groups,5–17 years,5 - 17 Years,829,56.9
Yolo,2017,Age groups,5–17 years,5 - 17 Years,186,59.4
Yuba,2017,Age groups,5–17 years,5 - 17 Years,80,54.1
California,2017,Age groups,18–64 years,41 - 64 Years,99761,40.7
Alameda,2017,Age groups,18–64 years,41 - 64 Years,5431,52.8
Alpine,2017,Age groups,18–64 years,41 - 64 Years,0,0
Amador,2017,Age groups,18–64 years,41 - 64 Years,112,50.2
Butte,2017,Age groups,18–64 years,41 - 64 Years,631,47.3
Calaveras,2017,Age groups,18–64 years,41 - 64 Years,115,46.8
Colusa,2017,Age groups,18–64 years,41 - 64 Years,40,29.5
Contra Costa,2017,Age groups,18–64 years,41 - 64 Years,3795,56.4
Del Norte,2017,Age groups,18–64 years,41 - 64 Years,79,45.5
El Dorado,2017,Age groups,18–64 years,41 - 64 Years,360,35.7
Fresno,2017,Age groups,18–64 years,41 - 64 Years,2928,49.8
Glenn,2017,Age groups,18–64 years,41 - 64 Years,75,43.4
Humboldt,2017,Age groups,18–64 years,41 - 64 Years,590,69.6
Imperial,2017,Age groups,18–64 years,41 - 64 Years,534,46.3
Inyo,2017,Age groups,18–64 years,41 - 64 Years,48,45
Kern,2017,Age groups,18–64 years,41 - 64 Years,2946,53.1
Kings,2017,Age groups,18–64 years,41 - 64 Years,551,55.2
Lake,2017,Age groups,18–64 years,41 - 64 Years,317,85.5
Lassen,2017,Age groups,18–64 years,41 - 64 Years,97,40
Los Angeles,2017,Age groups,18–64 years,41 - 64 Years,26914,41.2
Madera,2017,Age groups,18–64 years,41 - 64 Years,361,36.9
Marin,2017,Age groups,18–64 years,41 - 64 Years,268,17.5
Mariposa,2017,Age groups,18–64 years,41 - 64 Years,51,54
Mendocino,2017,Age groups,18–64 years,41 - 64 Years,296,58.2
Merced,2017,Age groups,18–64 years,41 - 64 Years,1132,70.6
Modoc,2017,Age groups,18–64 years,41 - 64 Years,26,61
Mono,2017,Age groups,18–64 years,41 - 64 Years,25,27.7
Monterey,2017,Age groups,18–64 years,41 - 64 Years,1034,38.5
Napa,2017,Age groups,18–64 years,41 - 64 Years,297,34.5
Nevada,2017,Age groups,18–64 years,41 - 64 Years,230,45.5
Orange,2017,Age groups,18–64 years,41 - 64 Years,4788,23.9
Placer,2017,Age groups,18–64 years,41 - 64 Years,611,27.9
Plumas,2017,Age groups,18–64 years,41 - 64 Years,69,61
Riverside,2017,Age groups,18–64 years,41 - 64 Years,5451,38
Sacramento,2017,Age groups,18–64 years,41 - 64 Years,6011,65.5
San Benito,2017,Age groups,18–64 years,41 - 64 Years,146,42.1
San Bernardino,2017,Age groups,18–64 years,41 - 64 Years,6862,51.5
San Diego,2017,Age groups,18–64 years,41 - 64 Years,5933,28.6
San Francisco,2017,Age groups,18–64 years,41 - 64 Years,1855,32.5
San Joaquin,2017,Age groups,18–64 years,41 - 64 Years,2558,58.7
San Luis Obispo,2017,Age groups,18–64 years,41 - 64 Years,534,33.9
San Mateo,2017,Age groups,18–64 years,41 - 64 Years,1399,29.6
Santa Barbara,2017,Age groups,18–64 years,41 - 64 Years,878,31.1
Santa Clara,2017,Age groups,18–64 years,41 - 64 Years,3711,31
Santa Cruz,2017,Age groups,18–64 years,41 - 64 Years,474,28.2
Shasta,2017,Age groups,18–64 years,41 - 64 Years,616,59.8
Sierra,2017,Age groups,18–64 years,41 - 64 Years,,
Siskiyou,2017,Age groups,18–64 years,41 - 64 Years,110,50.8
Solano,2017,Age groups,18–64 years,41 - 64 Years,1919,72.7
Sonoma,2017,Age groups,18–64 years,41 - 64 Years,1029,33.5
Stanislaus,2017,Age groups,18–64 years,41 - 64 Years,1765,53.8
Sutter,2017,Age groups,18–64 years,41 - 64 Years,175,29.6
Tehama,2017,Age groups,18–64 years,41 - 64 Years,160,43.5
Trinity,2017,Age groups,18–64 years,41 - 64 Years,52,79.2
Tulare,2017,Age groups,18–64 years,41 - 64 Years,1115,40.7
Tuolumne,2017,Age groups,18–64 years,41 - 64 Years,163,53.9
Ventura,2017,Age groups,18–64 years,41 - 64 Years,1362,25.7
Yolo,2017,Age groups,18–64 years,41 - 64 Years,464,35
Yuba,2017,Age groups,18–64 years,41 - 64 Years,178,38.9
California,2017,Age groups,65+ years,65+ years,18093,36.4
Alameda,2017,Age groups,65+ years,65+ years,1082,54.8
Alpine,2017,Age groups,65+ years,65+ years,0,0
Amador,2017,Age groups,65+ years,65+ years,39,43.7
Butte,2017,Age groups,65+ years,65+ years,105,26.7
Calaveras,2017,Age groups,65+ years,65+ years,24,22.9
Colusa,2017,Age groups,65+ years,65+ years,,
Contra Costa,2017,Age groups,65+ years,65+ years,733,46.7
Del Norte,2017,Age groups,65+ years,65+ years,12,24.1
El Dorado,2017,Age groups,65+ years,65+ years,62,18.7
Fresno,2017,Age groups,65+ years,65+ years,526,48.3
Glenn,2017,Age groups,65+ years,65+ years,,
Humboldt,2017,Age groups,65+ years,65+ years,92,41.6
Imperial,2017,Age groups,65+ years,65+ years,117,51.7
Inyo,2017,Age groups,65+ years,65+ years,,
Kern,2017,Age groups,65+ years,65+ years,347,36.7
Kings,2017,Age groups,65+ years,65+ years,84,60.3
Lake,2017,Age groups,65+ years,65+ years,46,34.8
Lassen,2017,Age groups,65+ years,65+ years,18,41.3
Los Angeles,2017,Age groups,65+ years,65+ years,4773,38.8
Madera,2017,Age groups,65+ years,65+ years,84,41.8
Marin,2017,Age groups,65+ years,65+ years,106,21.7
Mariposa,2017,Age groups,65+ years,65+ years,18,41.1
Mendocino,2017,Age groups,65+ years,65+ years,53,30.1
Merced,2017,Age groups,65+ years,65+ years,183,62.5
Modoc,2017,Age groups,65+ years,65+ years,,
Mono,2017,Age groups,65+ years,65+ years,,
Monterey,2017,Age groups,65+ years,65+ years,190,37.5
Napa,2017,Age groups,65+ years,65+ years,85,35.5
Nevada,2017,Age groups,65+ years,65+ years,42,18.7
Orange,2017,Age groups,65+ years,65+ years,1208,29.7
Placer,2017,Age groups,65+ years,65+ years,177,28.1
Plumas,2017,Age groups,65+ years,65+ years,,
Riverside,2017,Age groups,65+ years,65+ years,743,24.5
Sacramento,2017,Age groups,65+ years,65+ years,813,43.6
San Benito,2017,Age groups,65+ years,65+ years,24,35.1
San Bernardino,2017,Age groups,65+ years,65+ years,880,39.6
San Diego,2017,Age groups,65+ years,65+ years,1097,26.8
San Francisco,2017,Age groups,65+ years,65+ years,436,35.9
San Joaquin,2017,Age groups,65+ years,65+ years,376,43.6
San Luis Obispo,2017,Age groups,65+ years,65+ years,95,19.5
San Mateo,2017,Age groups,65+ years,65+ years,470,43.1
Santa Barbara,2017,Age groups,65+ years,65+ years,167,27.9
Santa Clara,2017,Age groups,65+ years,65+ years,834,36.8
Santa Cruz,2017,Age groups,65+ years,65+ years,93,27.6
Shasta,2017,Age groups,65+ years,65+ years,99,28.1
Sierra,2017,Age groups,65+ years,65+ years,0,0
Siskiyou,2017,Age groups,65+ years,65+ years,23,21.7
Solano,2017,Age groups,65+ years,65+ years,355,60.7
Sonoma,2017,Age groups,65+ years,65+ years,321,38.9
Stanislaus,2017,Age groups,65+ years,65+ years,280,42.8
Sutter,2017,Age groups,65+ years,65+ years,41,28.3
Tehama,2017,Age groups,65+ years,65+ years,35,30.8
Trinity,2017,Age groups,65+ years,65+ years,,
Tulare,2017,Age groups,65+ years,65+ years,163,32.9
Tuolumne,2017,Age groups,65+ years,65+ years,40,33.1
Ventura,2017,Age groups,65+ years,65+ years,300,26.2
Yolo,2017,Age groups,65+ years,65+ years,97,40.7
