COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
Marin,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Mariposa,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Mendocino,2019,Race/ethnicity,AI/AN,41 - 64 Years,30,87.2
Merced,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Modoc,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Mono,2019,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Monterey,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Napa,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Nevada,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Orange,2019,Race/ethnicity,AI/AN,41 - 64 Years,12,25.3
Placer,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Plumas,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Riverside,2019,Race/ethnicity,AI/AN,41 - 64 Years,45,42.8
Sacramento,2019,Race/ethnicity,AI/AN,41 - 64 Years,42,50.5
San Benito,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
San Bernardino,2019,Race/ethnicity,AI/AN,41 - 64 Years,151,182.6
San Diego,2019,Race/ethnicity,AI/AN,41 - 64 Years,44,30.9
San Francisco,2019,Race/ethnicity,AI/AN,41 - 64 Years,27,211.5
San Joaquin,2019,Race/ethnicity,AI/AN,41 - 64 Years,16,45.5
San Luis Obispo,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
San Mateo,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Barbara,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Clara,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Cruz,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Shasta,2019,Race/ethnicity,AI/AN,41 - 64 Years,18,46.7
Sierra,2019,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Siskiyou,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Solano,2019,Race/ethnicity,AI/AN,41 - 64 Years,11,
Sonoma,2019,Race/ethnicity,AI/AN,41 - 64 Years,23,60.1
Stanislaus,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Sutter,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Tehama,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Trinity,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Tulare,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Tuolumne,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Ventura,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Yolo,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
Yuba,2019,Race/ethnicity,AI/AN,41 - 64 Years,,
California,2020,Total population,All ages,41 - 64 Years,163807,42.4
Alameda,2020,Total population,All ages,41 - 64 Years,7795,48.6
Alpine,2020,Total population,All ages,41 - 64 Years,,
Amador,2020,Total population,All ages,41 - 64 Years,137,44.3
Butte,2020,Total population,All ages,41 - 64 Years,907,42.2
Calaveras,2020,Total population,All ages,41 - 64 Years,186,52.3
Colusa,2020,Total population,All ages,41 - 64 Years,118,53.6
Contra Costa,2020,Total population,All ages,41 - 64 Years,6001,55.4
Del Norte,2020,Total population,All ages,41 - 64 Years,132,53.6
El Dorado,2020,Total population,All ages,41 - 64 Years,564,34.1
Fresno,2020,Total population,All ages,41 - 64 Years,6935,67
Glenn,2020,Total population,All ages,41 - 64 Years,101,35.9
Humboldt,2020,Total population,All ages,41 - 64 Years,688,53.4
Imperial,2020,Total population,All ages,41 - 64 Years,1147,58.1
Inyo,2020,Total population,All ages,41 - 64 Years,81,49.2
Kern,2020,Total population,All ages,41 - 64 Years,4299,46.2
Kings,2020,Total population,All ages,41 - 64 Years,833,53.7
Lake,2020,Total population,All ages,41 - 64 Years,504,86.7
Lassen,2020,Total population,All ages,41 - 64 Years,112,37.9
Los Angeles,2020,Total population,All ages,41 - 64 Years,46729,47.1
Madera,2020,Total population,All ages,41 - 64 Years,813,50.9
Marin,2020,Total population,All ages,41 - 64 Years,583,24.3
Mariposa,2020,Total population,All ages,41 - 64 Years,68,48
Mendocino,2020,Total population,All ages,41 - 64 Years,507,62.4
Merced,2020,Total population,All ages,41 - 64 Years,1709,60
Modoc,2020,Total population,All ages,41 - 64 Years,86,109.3
Mono,2020,Total population,All ages,41 - 64 Years,65,54.9
Monterey,2020,Total population,All ages,41 - 64 Years,1615,36.3
Napa,2020,Total population,All ages,41 - 64 Years,511,37.4
Nevada,2020,Total population,All ages,41 - 64 Years,219,26.1
Orange,2020,Total population,All ages,41 - 64 Years,8183,26.5
Placer,2020,Total population,All ages,41 - 64 Years,1154,33
Plumas,2020,Total population,All ages,41 - 64 Years,94,61.5
Riverside,2020,Total population,All ages,41 - 64 Years,8935,37.9
Sacramento,2020,Total population,All ages,41 - 64 Years,9656,64.5
San Benito,2020,Total population,All ages,41 - 64 Years,318,56.7
San Bernardino,2020,Total population,All ages,41 - 64 Years,10343,47.4
San Diego,2020,Total population,All ages,41 - 64 Years,9436,28.7
San Francisco,2020,Total population,All ages,41 - 64 Years,2859,36.1
San Joaquin,2020,Total population,All ages,41 - 64 Years,4527,60.5
San Luis Obispo,2020,Total population,All ages,41 - 64 Years,693,28.3
San Mateo,2020,Total population,All ages,41 - 64 Years,2051,27.5
Santa Barbara,2020,Total population,All ages,41 - 64 Years,1213,27.5
Santa Clara,2020,Total population,All ages,41 - 64 Years,5095,26.4
Santa Cruz,2020,Total population,All ages,41 - 64 Years,725,27.9
Shasta,2020,Total population,All ages,41 - 64 Years,608,38.6
Sierra,2020,Total population,All ages,41 - 64 Years,12,52.5
Siskiyou,2020,Total population,All ages,41 - 64 Years,138,34.1
Solano,2020,Total population,All ages,41 - 64 Years,3354,79.6
Sonoma,2020,Total population,All ages,41 - 64 Years,1770,38
Stanislaus,2020,Total population,All ages,41 - 64 Years,2904,52.8
Sutter,2020,Total population,All ages,41 - 64 Years,291,29.9
Tehama,2020,Total population,All ages,41 - 64 Years,288,48
Trinity,2020,Total population,All ages,41 - 64 Years,57,60.1
Tulare,2020,Total population,All ages,41 - 64 Years,1600,32.2
Tuolumne,2020,Total population,All ages,41 - 64 Years,220,47.5
Ventura,2020,Total population,All ages,41 - 64 Years,2469,30.4
Yolo,2020,Total population,All ages,41 - 64 Years,807,38.9
Yuba,2020,Total population,All ages,41 - 64 Years,333,43
California,2020,Child vs. adult,0–17 years,5 - 17 Years,59753,64.7
Alameda,2020,Child vs. adult,0–17 years,5 - 17 Years,2552,72.6
Alpine,2020,Child vs. adult,0–17 years,5 - 17 Years,0,0
Amador,2020,Child vs. adult,0–17 years,5 - 17 Years,34,60.9
Butte,2020,Child vs. adult,0–17 years,5 - 17 Years,201,44
Calaveras,2020,Child vs. adult,0–17 years,5 - 17 Years,50,70.6
Colusa,2020,Child vs. adult,0–17 years,5 - 17 Years,50,84.3
Contra Costa,2020,Child vs. adult,0–17 years,5 - 17 Years,1924,77.9
Del Norte,2020,Child vs. adult,0–17 years,5 - 17 Years,46,79.7
El Dorado,2020,Child vs. adult,0–17 years,5 - 17 Years,131,38.1
Fresno,2020,Child vs. adult,0–17 years,5 - 17 Years,3687,129.6
Glenn,2020,Child vs. adult,0–17 years,5 - 17 Years,31,41.7
Humboldt,2020,Child vs. adult,0–17 years,5 - 17 Years,138,48.4
Imperial,2020,Child vs. adult,0–17 years,5 - 17 Years,597,108.5
Inyo,2020,Child vs. adult,0–17 years,5 - 17 Years,25,64.8
Kern,2020,Child vs. adult,0–17 years,5 - 17 Years,1909,74.3
Kings,2020,Child vs. adult,0–17 years,5 - 17 Years,368,79.8
Lake,2020,Child vs. adult,0–17 years,5 - 17 Years,113,82.8
Lassen,2020,Child vs. adult,0–17 years,5 - 17 Years,24,44.6
Los Angeles,2020,Child vs. adult,0–17 years,5 - 17 Years,17797,77.5
Madera,2020,Child vs. adult,0–17 years,5 - 17 Years,486,115.5
Marin,2020,Child vs. adult,0–17 years,5 - 17 Years,168,34.3
Mariposa,2020,Child vs. adult,0–17 years,5 - 17 Years,12,44.9
Mendocino,2020,Child vs. adult,0–17 years,5 - 17 Years,153,79.8
Merced,2020,Child vs. adult,0–17 years,5 - 17 Years,676,84.8
Modoc,2020,Child vs. adult,0–17 years,5 - 17 Years,33,186
Mono,2020,Child vs. adult,0–17 years,5 - 17 Years,18,64.9
Monterey,2020,Child vs. adult,0–17 years,5 - 17 Years,570,49
Napa,2020,Child vs. adult,0–17 years,5 - 17 Years,157,54.9
Nevada,2020,Child vs. adult,0–17 years,5 - 17 Years,51,32.6
Orange,2020,Child vs. adult,0–17 years,5 - 17 Years,3107,43.4
Placer,2020,Child vs. adult,0–17 years,5 - 17 Years,309,41.9
Plumas,2020,Child vs. adult,0–17 years,5 - 17 Years,30,97
Riverside,2020,Child vs. adult,0–17 years,5 - 17 Years,3309,55.6
Sacramento,2020,Child vs. adult,0–17 years,5 - 17 Years,2847,78.5
San Benito,2020,Child vs. adult,0–17 years,5 - 17 Years,108,76.8
San Bernardino,2020,Child vs. adult,0–17 years,5 - 17 Years,3806,66
San Diego,2020,Child vs. adult,0–17 years,5 - 17 Years,3644,44.7
San Francisco,2020,Child vs. adult,0–17 years,5 - 17 Years,927,65
San Joaquin,2020,Child vs. adult,0–17 years,5 - 17 Years,1486,74
San Luis Obispo,2020,Child vs. adult,0–17 years,5 - 17 Years,199,39.6
San Mateo,2020,Child vs. adult,0–17 years,5 - 17 Years,660,40.5
Santa Barbara,2020,Child vs. adult,0–17 years,5 - 17 Years,433,42.3
Santa Clara,2020,Child vs. adult,0–17 years,5 - 17 Years,1500,33.4
Santa Cruz,2020,Child vs. adult,0–17 years,5 - 17 Years,212,35.3
Shasta,2020,Child vs. adult,0–17 years,5 - 17 Years,180,48
Sierra,2020,Child vs. adult,0–17 years,5 - 17 Years,,
Siskiyou,2020,Child vs. adult,0–17 years,5 - 17 Years,33,38.4
Solano,2020,Child vs. adult,0–17 years,5 - 17 Years,1022,102.6
Sonoma,2020,Child vs. adult,0–17 years,5 - 17 Years,490,50.7
Stanislaus,2020,Child vs. adult,0–17 years,5 - 17 Years,1074,73.6
Sutter,2020,Child vs. adult,0–17 years,5 - 17 Years,104,42.1
Tehama,2020,Child vs. adult,0–17 years,5 - 17 Years,95,60.9
Trinity,2020,Child vs. adult,0–17 years,5 - 17 Years,21,102.7
Tulare,2020,Child vs. adult,0–17 years,5 - 17 Years,783,54.6
Tuolumne,2020,Child vs. adult,0–17 years,5 - 17 Years,47,55.6
Ventura,2020,Child vs. adult,0–17 years,5 - 17 Years,946,48.4
Yolo,2020,Child vs. adult,0–17 years,5 - 17 Years,263,51.8
Yuba,2020,Child vs. adult,0–17 years,5 - 17 Years,106,49.2
California,2020,Child vs. adult,18+ years,18 - 40  Years,104054,34.6
Alameda,2020,Child vs. adult,18+ years,18 - 40  Years,5243,40.2
Alpine,2020,Child vs. adult,18+ years,18 - 40  Years,,
Amador,2020,Child vs. adult,18+ years,18 - 40  Years,103,38.5
Butte,2020,Child vs. adult,18+ years,18 - 40  Years,706,41.6
Calaveras,2020,Child vs. adult,18+ years,18 - 40  Years,136,45.9
Colusa,2020,Child vs. adult,18+ years,18 - 40  Years,68,42.9
Contra Costa,2020,Child vs. adult,18+ years,18 - 40  Years,4077,47.6
Del Norte,2020,Child vs. adult,18+ years,18 - 40  Years,86,44.5
El Dorado,2020,Child vs. adult,18+ years,18 - 40  Years,433,32.7
Fresno,2020,Child vs. adult,18+ years,18 - 40  Years,3248,45.2
Glenn,2020,Child vs. adult,18+ years,18 - 40  Years,70,33.9
Humboldt,2020,Child vs. adult,18+ years,18 - 40  Years,550,55.1
Imperial,2020,Child vs. adult,18+ years,18 - 40  Years,550,40.6
Inyo,2020,Child vs. adult,18+ years,18 - 40  Years,56,43.8
Kern,2020,Child vs. adult,18+ years,18 - 40  Years,2390,36.4
Kings,2020,Child vs. adult,18+ years,18 - 40  Years,465,44.6
Lake,2020,Child vs. adult,18+ years,18 - 40  Years,391,88.1
Lassen,2020,Child vs. adult,18+ years,18 - 40  Years,88,35.5
Los Angeles,2020,Child vs. adult,18+ years,18 - 40  Years,28932,36.6
Madera,2020,Child vs. adult,18+ years,18 - 40  Years,327,28.5
Marin,2020,Child vs. adult,18+ years,18 - 40  Years,415,20.8
Mariposa,2020,Child vs. adult,18+ years,18 - 40  Years,56,49.1
Mendocino,2020,Child vs. adult,18+ years,18 - 40  Years,354,56.3
Merced,2020,Child vs. adult,18+ years,18 - 40  Years,1033,51.4
Modoc,2020,Child vs. adult,18+ years,18 - 40  Years,53,82.6
Mono,2020,Child vs. adult,18+ years,18 - 40  Years,47,51.4
Monterey,2020,Child vs. adult,18+ years,18 - 40  Years,1045,31.9
Napa,2020,Child vs. adult,18+ years,18 - 40  Years,354,31.4
Nevada,2020,Child vs. adult,18+ years,18 - 40  Years,168,23.9
Orange,2020,Child vs. adult,18+ years,18 - 40  Years,5076,20.6
Placer,2020,Child vs. adult,18+ years,18 - 40  Years,845,29.9
Plumas,2020,Child vs. adult,18+ years,18 - 40  Years,64,49.2
Riverside,2020,Child vs. adult,18+ years,18 - 40  Years,5626,31.7
Sacramento,2020,Child vs. adult,18+ years,18 - 40  Years,6809,59.6
San Benito,2020,Child vs. adult,18+ years,18 - 40  Years,210,49.7
San Bernardino,2020,Child vs. adult,18+ years,18 - 40  Years,6537,40.9
San Diego,2020,Child vs. adult,18+ years,18 - 40  Years,5792,23.2
San Francisco,2020,Child vs. adult,18+ years,18 - 40  Years,1932,26.1
San Joaquin,2020,Child vs. adult,18+ years,18 - 40  Years,3041,55.8
San Luis Obispo,2020,Child vs. adult,18+ years,18 - 40  Years,494,24.3
San Mateo,2020,Child vs. adult,18+ years,18 - 40  Years,1391,22.9
Santa Barbara,2020,Child vs. adult,18+ years,18 - 40  Years,780,22.4
Santa Clara,2020,Child vs. adult,18+ years,18 - 40  Years,3595,23.9
Santa Cruz,2020,Child vs. adult,18+ years,18 - 40  Years,513,25.4
Shasta,2020,Child vs. adult,18+ years,18 - 40  Years,428,35.3
Sierra,2020,Child vs. adult,18+ years,18 - 40  Years,,
Siskiyou,2020,Child vs. adult,18+ years,18 - 40  Years,105,32.7
Solano,2020,Child vs. adult,18+ years,18 - 40  Years,2332,71.6
Sonoma,2020,Child vs. adult,18+ years,18 - 40  Years,1280,33.6
Stanislaus,2020,Child vs. adult,18+ years,18 - 40  Years,1830,45.6
Sutter,2020,Child vs. adult,18+ years,18 - 40  Years,187,25.7
Tehama,2020,Child vs. adult,18+ years,18 - 40  Years,193,43.5
Trinity,2020,Child vs. adult,18+ years,18 - 40  Years,36,45.3
Tulare,2020,Child vs. adult,18+ years,18 - 40  Years,817,24.4
Tuolumne,2020,Child vs. adult,18+ years,18 - 40  Years,173,44.6
Ventura,2020,Child vs. adult,18+ years,18 - 40  Years,1523,24.2
Yolo,2020,Child vs. adult,18+ years,18 - 40  Years,544,34.5
Yuba,2020,Child vs. adult,18+ years,18 - 40  Years,227,40.8
California,2020,Age groups,0–4 years,0 - 4 Years,19245,77.9
Alameda,2020,Age groups,0–4 years,0 - 4 Years,885,91
Alpine,2020,Age groups,0–4 years,0 - 4 Years,0,0
Amador,2020,Age groups,0–4 years,0 - 4 Years,,
Butte,2020,Age groups,0–4 years,0 - 4 Years,74,60.2
Calaveras,2020,Age groups,0–4 years,0 - 4 Years,15,82.3
Colusa,2020,Age groups,0–4 years,0 - 4 Years,18,116.2
Contra Costa,2020,Age groups,0–4 years,0 - 4 Years,577,90.2
Del Norte,2020,Age groups,0–4 years,0 - 4 Years,,
El Dorado,2020,Age groups,0–4 years,0 - 4 Years,32,40.4
Fresno,2020,Age groups,0–4 years,0 - 4 Years,1421,184
Glenn,2020,Age groups,0–4 years,0 - 4 Years,,
Humboldt,2020,Age groups,0–4 years,0 - 4 Years,44,58.5
Imperial,2020,Age groups,0–4 years,0 - 4 Years,121,73.9
Inyo,2020,Age groups,0–4 years,0 - 4 Years,,
Kern,2020,Age groups,0–4 years,0 - 4 Years,622,89.7
Kings,2020,Age groups,0–4 years,0 - 4 Years,113,98.6
Lake,2020,Age groups,0–4 years,0 - 4 Years,29,78.1
Lassen,2020,Age groups,0–4 years,0 - 4 Years,,
Los Angeles,2020,Age groups,0–4 years,0 - 4 Years,5488,88.5
Madera,2020,Age groups,0–4 years,0 - 4 Years,203,180.1
Marin,2020,Age groups,0–4 years,0 - 4 Years,61,52.5
Mariposa,2020,Age groups,0–4 years,0 - 4 Years,,
Mendocino,2020,Age groups,0–4 years,0 - 4 Years,46,90.6
Merced,2020,Age groups,0–4 years,0 - 4 Years,226,109.2
Modoc,2020,Age groups,0–4 years,0 - 4 Years,,
Mono,2020,Age groups,0–4 years,0 - 4 Years,,
Monterey,2020,Age groups,0–4 years,0 - 4 Years,154,49.1
Napa,2020,Age groups,0–4 years,0 - 4 Years,53,72.9
Nevada,2020,Age groups,0–4 years,0 - 4 Years,13,31.4
Orange,2020,Age groups,0–4 years,0 - 4 Years,1048,55.3
Placer,2020,Age groups,0–4 years,0 - 4 Years,109,58.5
Plumas,2020,Age groups,0–4 years,0 - 4 Years,,
Riverside,2020,Age groups,0–4 years,0 - 4 Years,954,61.3
Sacramento,2020,Age groups,0–4 years,0 - 4 Years,838,85.3
San Benito,2020,Age groups,0–4 years,0 - 4 Years,25,68.3
San Bernardino,2020,Age groups,0–4 years,0 - 4 Years,1157,75.9
San Diego,2020,Age groups,0–4 years,0 - 4 Years,1421,63.8
San Francisco,2020,Age groups,0–4 years,0 - 4 Years,445,102.4
San Joaquin,2020,Age groups,0–4 years,0 - 4 Years,397,76.5
San Luis Obispo,2020,Age groups,0–4 years,0 - 4 Years,78,59.2
San Mateo,2020,Age groups,0–4 years,0 - 4 Years,240,54.3
Santa Barbara,2020,Age groups,0–4 years,0 - 4 Years,106,37.4
Santa Clara,2020,Age groups,0–4 years,0 - 4 Years,513,42.9
Santa Cruz,2020,Age groups,0–4 years,0 - 4 Years,74,48.5
Shasta,2020,Age groups,0–4 years,0 - 4 Years,66,65.8
Sierra,2020,Age groups,0–4 years,0 - 4 Years,,
Siskiyou,2020,Age groups,0–4 years,0 - 4 Years,11,
Solano,2020,Age groups,0–4 years,0 - 4 Years,273,103.3
Sonoma,2020,Age groups,0–4 years,0 - 4 Years,160,63.6
Stanislaus,2020,Age groups,0–4 years,0 - 4 Years,298,76.9
Sutter,2020,Age groups,0–4 years,0 - 4 Years,21,31.4
Tehama,2020,Age groups,0–4 years,0 - 4 Years,33,75.3
Trinity,2020,Age groups,0–4 years,0 - 4 Years,,
Tulare,2020,Age groups,0–4 years,0 - 4 Years,314,84.3
Tuolumne,2020,Age groups,0–4 years,0 - 4 Years,12,53.7
Ventura,2020,Age groups,0–4 years,0 - 4 Years,265,52.3
Yolo,2020,Age groups,0–4 years,0 - 4 Years,84,66.7
Yuba,2020,Age groups,0–4 years,0 - 4 Years,27,46.2
California,2020,Age groups,5–17 years,5 - 17 Years,40508,59.9
Alameda,2020,Age groups,5–17 years,5 - 17 Years,1667,65.9
Alpine,2020,Age groups,5–17 years,5 - 17 Years,0,0
Amador,2020,Age groups,5–17 years,5 - 17 Years,25,60.9
Butte,2020,Age groups,5–17 years,5 - 17 Years,127,38.1
Calaveras,2020,Age groups,5–17 years,5 - 17 Years,35,66.3
Colusa,2020,Age groups,5–17 years,5 - 17 Years,32,72.6
Contra Costa,2020,Age groups,5–17 years,5 - 17 Years,1347,73.5
Del Norte,2020,Age groups,5–17 years,5 - 17 Years,36,85.2
El Dorado,2020,Age groups,5–17 years,5 - 17 Years,99,37.2
Fresno,2020,Age groups,5–17 years,5 - 17 Years,2266,109.7
Glenn,2020,Age groups,5–17 years,5 - 17 Years,23,41.8
Humboldt,2020,Age groups,5–17 years,5 - 17 Years,94,44.7
Imperial,2020,Age groups,5–17 years,5 - 17 Years,476,121.2
Inyo,2020,Age groups,5–17 years,5 - 17 Years,18,65.4
Kern,2020,Age groups,5–17 years,5 - 17 Years,1287,68.7
Kings,2020,Age groups,5–17 years,5 - 17 Years,255,72.9
Lake,2020,Age groups,5–17 years,5 - 17 Years,84,84.5
Lassen,2020,Age groups,5–17 years,5 - 17 Years,18,46.4
Los Angeles,2020,Age groups,5–17 years,5 - 17 Years,12309,73.5
Madera,2020,Age groups,5–17 years,5 - 17 Years,283,91.8
Marin,2020,Age groups,5–17 years,5 - 17 Years,107,27.7
Mariposa,2020,Age groups,5–17 years,5 - 17 Years,,
Mendocino,2020,Age groups,5–17 years,5 - 17 Years,107,75.9
Merced,2020,Age groups,5–17 years,5 - 17 Years,450,75.8
Modoc,2020,Age groups,5–17 years,5 - 17 Years,25,180
Mono,2020,Age groups,5–17 years,5 - 17 Years,13,62.8
Monterey,2020,Age groups,5–17 years,5 - 17 Years,416,49
Napa,2020,Age groups,5–17 years,5 - 17 Years,104,48.3
Nevada,2020,Age groups,5–17 years,5 - 17 Years,38,33
Orange,2020,Age groups,5–17 years,5 - 17 Years,2059,39
Placer,2020,Age groups,5–17 years,5 - 17 Years,200,35.8
Plumas,2020,Age groups,5–17 years,5 - 17 Years,20,87.3
Riverside,2020,Age groups,5–17 years,5 - 17 Years,2355,53.5
Sacramento,2020,Age groups,5–17 years,5 - 17 Years,2009,76
San Benito,2020,Age groups,5–17 years,5 - 17 Years,83,79.9
San Bernardino,2020,Age groups,5–17 years,5 - 17 Years,2649,62.4
San Diego,2020,Age groups,5–17 years,5 - 17 Years,2223,37.6
San Francisco,2020,Age groups,5–17 years,5 - 17 Years,482,51.4
San Joaquin,2020,Age groups,5–17 years,5 - 17 Years,1089,73
San Luis Obispo,2020,Age groups,5–17 years,5 - 17 Years,121,32.5
San Mateo,2020,Age groups,5–17 years,5 - 17 Years,420,35.5
Santa Barbara,2020,Age groups,5–17 years,5 - 17 Years,327,44.1
Santa Clara,2020,Age groups,5–17 years,5 - 17 Years,987,29.9
Santa Cruz,2020,Age groups,5–17 years,5 - 17 Years,138,30.4
Shasta,2020,Age groups,5–17 years,5 - 17 Years,114,41.4
Sierra,2020,Age groups,5–17 years,5 - 17 Years,,
Siskiyou,2020,Age groups,5–17 years,5 - 17 Years,22,34.6
Solano,2020,Age groups,5–17 years,5 - 17 Years,749,102.3
Sonoma,2020,Age groups,5–17 years,5 - 17 Years,330,46
Stanislaus,2020,Age groups,5–17 years,5 - 17 Years,776,72.4
Sutter,2020,Age groups,5–17 years,5 - 17 Years,83,46.1
Tehama,2020,Age groups,5–17 years,5 - 17 Years,62,55.7
Trinity,2020,Age groups,5–17 years,5 - 17 Years,11,
Tulare,2020,Age groups,5–17 years,5 - 17 Years,469,43.8
Tuolumne,2020,Age groups,5–17 years,5 - 17 Years,35,56.3
Ventura,2020,Age groups,5–17 years,5 - 17 Years,681,47
Yolo,2020,Age groups,5–17 years,5 - 17 Years,179,46.3
Yuba,2020,Age groups,5–17 years,5 - 17 Years,79,50.3
California,2020,Age groups,18–64 years,41 - 64 Years,91324,37.3
Alameda,2020,Age groups,18–64 years,41 - 64 Years,4508,42.2
Alpine,2020,Age groups,18–64 years,41 - 64 Years,,
Amador,2020,Age groups,18–64 years,41 - 64 Years,84,42.4
Butte,2020,Age groups,18–64 years,41 - 64 Years,629,46.5
Calaveras,2020,Age groups,18–64 years,41 - 64 Years,120,52.8
Colusa,2020,Age groups,18–64 years,41 - 64 Years,59,46
Contra Costa,2020,Age groups,18–64 years,41 - 64 Years,3536,51.6
Del Norte,2020,Age groups,18–64 years,41 - 64 Years,85,53.2
El Dorado,2020,Age groups,18–64 years,41 - 64 Years,363,35.9
Fresno,2020,Age groups,18–64 years,41 - 64 Years,2845,47.7
Glenn,2020,Age groups,18–64 years,41 - 64 Years,61,37
Humboldt,2020,Age groups,18–64 years,41 - 64 Years,491,61.4
Imperial,2020,Age groups,18–64 years,41 - 64 Years,481,43.1
Inyo,2020,Age groups,18–64 years,41 - 64 Years,48,48.9
Kern,2020,Age groups,18–64 years,41 - 64 Years,2212,40.4
Kings,2020,Age groups,18–64 years,41 - 64 Years,428,48.8
Lake,2020,Age groups,18–64 years,41 - 64 Years,338,99.1
Lassen,2020,Age groups,18–64 years,41 - 64 Years,77,38.7
Los Angeles,2020,Age groups,18–64 years,41 - 64 Years,25499,39.3
Madera,2020,Age groups,18–64 years,41 - 64 Years,270,29.3
Marin,2020,Age groups,18–64 years,41 - 64 Years,313,21.6
Mariposa,2020,Age groups,18–64 years,41 - 64 Years,49,56.5
Mendocino,2020,Age groups,18–64 years,41 - 64 Years,304,62.3
Merced,2020,Age groups,18–64 years,41 - 64 Years,943,56.1
Modoc,2020,Age groups,18–64 years,41 - 64 Years,48,95.7
Mono,2020,Age groups,18–64 years,41 - 64 Years,47,62
Monterey,2020,Age groups,18–64 years,41 - 64 Years,940,34.8
Napa,2020,Age groups,18–64 years,41 - 64 Years,275,31.8
Nevada,2020,Age groups,18–64 years,41 - 64 Years,136,26.4
Orange,2020,Age groups,18–64 years,41 - 64 Years,4286,21.5
Placer,2020,Age groups,18–64 years,41 - 64 Years,728,33
Plumas,2020,Age groups,18–64 years,41 - 64 Years,49,54
Riverside,2020,Age groups,18–64 years,41 - 64 Years,5058,35
Sacramento,2020,Age groups,18–64 years,41 - 64 Years,6157,65.6
San Benito,2020,Age groups,18–64 years,41 - 64 Years,175,50.5
San Bernardino,2020,Age groups,18–64 years,41 - 64 Years,5971,44.8
San Diego,2020,Age groups,18–64 years,41 - 64 Years,5006,24.7
San Francisco,2020,Age groups,18–64 years,41 - 64 Years,1613,27
San Joaquin,2020,Age groups,18–64 years,41 - 64 Years,2777,61.7
San Luis Obispo,2020,Age groups,18–64 years,41 - 64 Years,412,26.4
San Mateo,2020,Age groups,18–64 years,41 - 64 Years,1121,23.5
Santa Barbara,2020,Age groups,18–64 years,41 - 64 Years,660,23.5
Santa Clara,2020,Age groups,18–64 years,41 - 64 Years,3009,24.5
Santa Cruz,2020,Age groups,18–64 years,41 - 64 Years,437,26.9
Shasta,2020,Age groups,18–64 years,41 - 64 Years,390,40.5
Sierra,2020,Age groups,18–64 years,41 - 64 Years,,
Siskiyou,2020,Age groups,18–64 years,41 - 64 Years,86,35.8
Solano,2020,Age groups,18–64 years,41 - 64 Years,2021,77.5
Sonoma,2020,Age groups,18–64 years,41 - 64 Years,1057,36
Stanislaus,2020,Age groups,18–64 years,41 - 64 Years,1657,50.1
Sutter,2020,Age groups,18–64 years,41 - 64 Years,173,29
Tehama,2020,Age groups,18–64 years,41 - 64 Years,176,49.6
Trinity,2020,Age groups,18–64 years,41 - 64 Years,33,53
Tulare,2020,Age groups,18–64 years,41 - 64 Years,738,26.5
Tuolumne,2020,Age groups,18–64 years,41 - 64 Years,134,48.4
Ventura,2020,Age groups,18–64 years,41 - 64 Years,1320,26
Yolo,2020,Age groups,18–64 years,41 - 64 Years,464,35.6
Yuba,2020,Age groups,18–64 years,41 - 64 Years,203,44.2
California,2020,Age groups,65+ years,65+ years,12730,21.6
Alameda,2020,Age groups,65+ years,65+ years,735,30.6
Alpine,2020,Age groups,65+ years,65+ years,0,0
Amador,2020,Age groups,65+ years,65+ years,19,19.8
Butte,2020,Age groups,65+ years,65+ years,77,17.3
Calaveras,2020,Age groups,65+ years,65+ years,16,12.6
Colusa,2020,Age groups,65+ years,65+ years,,
Contra Costa,2020,Age groups,65+ years,65+ years,541,28.4
Del Norte,2020,Age groups,65+ years,65+ years,,
El Dorado,2020,Age groups,65+ years,65+ years,70,17
Fresno,2020,Age groups,65+ years,65+ years,403,33.1
Glenn,2020,Age groups,65+ years,65+ years,,
Humboldt,2020,Age groups,65+ years,65+ years,59,24.3
